import_id,item_id,import_amount
682,682,300
683,683,300
684,684,300
685,685,300
686,686,300
687,687,300
688,688,300
689,689,300
690,690,300
691,691,300
692,692,300
693,693,300
694,694,300
695,695,300
696,696,300
697,697,300
698,698,300
699,699,300
700,700,300
701,701,300
702,702,300
703,703,300
704,704,300
705,705,300
706,706,300
707,707,300
708,708,300
709,709,300
710,710,300
711,711,300
712,712,300
713,713,300
714,714,300
715,715,300
716,716,300
717,717,300
718,718,300
719,719,300
720,720,300
721,721,300
722,722,300
723,723,300
724,724,300
725,725,300
726,726,300
727,727,300
728,728,300
729,729,300
730,730,300
731,731,300
732,732,300
733,733,300
734,734,300
735,735,300
736,736,300
737,737,300
738,738,300
739,739,300
740,740,300
741,741,300
742,742,300
743,743,300
744,744,300
745,745,300
746,746,300
747,747,300
748,748,300
749,749,300
750,750,300
751,751,300
752,752,300
753,753,300
754,754,300
755,755,300
756,756,300
757,757,300
758,758,300
759,759,300
760,760,300
761,761,300
763,763,300
764,764,300
765,765,300
766,766,300
767,767,300
768,768,300
769,769,300
770,770,300
771,771,300
772,772,300
773,773,300
774,774,300
775,775,300
776,776,300
777,777,300
778,778,300
779,779,300
780,780,300
781,781,300
782,782,300
783,783,300
784,784,300
785,785,300
786,786,300
787,787,300
788,788,300
789,789,300
790,790,300
791,791,300
792,792,300
793,793,300
794,794,300
795,795,300
796,796,300
797,797,300
798,798,300
799,799,300
800,800,300
801,801,300
802,802,300
803,803,300
804,804,300
805,805,300
806,806,300
807,807,300
808,808,300
809,809,300
810,810,300
811,811,300
812,812,300
813,813,300
814,814,300
815,815,300
816,816,300
817,817,300
818,818,300
819,819,300
820,820,300
821,821,300
822,822,300
823,823,300
824,824,300
825,825,300
826,826,300
827,827,300
828,828,300
829,829,300
830,830,300
831,831,300
832,832,300
833,833,300
834,834,300
835,835,300
836,836,300
837,837,300
838,838,300
839,839,300
840,840,300
841,841,300
842,842,300
843,843,300
844,844,300
845,845,300
846,846,300
847,847,300
848,848,300
849,849,300
850,850,300
851,851,300
852,852,300
853,853,300
854,854,300
855,855,300
856,856,300
857,857,300
858,858,300
859,859,300
860,860,300
861,861,300
862,862,300
863,863,300
864,864,300
865,865,300
866,866,300
867,867,300
868,868,300
869,869,300
870,870,300
871,871,300
872,872,300
873,873,300
874,874,300
875,875,300
876,876,300
877,877,300
878,878,300
879,879,300
880,880,300
881,881,300
882,882,300
883,883,300
884,884,300
885,885,300
886,886,300
887,887,300
888,888,300
889,889,300
890,890,300
891,891,300
893,893,300
894,894,300
895,895,300
896,896,300
897,897,300
898,898,300
899,899,300
901,901,300
902,902,300
903,903,300
904,904,300
905,905,300
906,906,300
908,908,300
909,909,300
910,910,300
911,911,300
912,912,300
913,913,300
914,914,300
915,915,300
916,916,300
917,917,300
918,918,300
919,919,300
920,920,300
921,921,300
922,922,300
923,923,300
924,924,300
925,925,300
926,926,300
927,927,300
928,928,300
929,929,300
930,930,300
931,931,300
932,932,300
933,933,300
934,934,300
935,935,300
936,936,300
937,937,300
938,938,300
939,939,300
940,940,300
941,941,300
942,942,300
943,943,300
944,944,300
945,945,300
946,946,300
947,947,300
948,948,300
949,949,300
950,950,300
951,951,300
952,952,300
953,953,300
954,954,300
955,955,300
956,956,300
957,957,300
958,958,300
959,959,300
960,960,300
961,961,300
962,962,300
963,963,300
964,964,300
965,965,300
966,966,300
967,967,300
968,968,300
969,969,300
970,970,300
971,971,300
972,972,300
973,973,300
974,974,300
975,975,300
976,976,300
977,977,300
978,978,300
979,979,300
980,980,300
981,981,300
982,982,300
983,983,300
984,984,300
985,985,300
986,986,300
987,987,300
988,988,300
989,989,300
990,990,300
991,991,300
992,992,300
993,993,300
994,994,300
995,995,300
996,996,300
997,997,300
998,998,300
999,999,300
1000,1000,300
1001,1001,300
1002,1002,300
1003,1003,300
1004,1004,300
1005,1005,300
1006,1006,300
1007,1007,300
1008,1008,300
1009,1009,300
1010,1010,300
1011,1011,300
1012,1012,300
1013,1013,300
1014,1014,300
1015,1015,300
1016,1016,300
1017,1017,300
1018,1018,300
1019,1019,300
1020,1020,300
1021,1021,300
1022,1022,300
1023,1023,300
1024,1024,300
1025,1025,300
1026,1026,300
1027,1027,300
1028,1028,300
1029,1029,300
1030,1030,300
1031,1031,300
1032,1032,300
1033,1033,300
1034,1034,300
1035,1035,300
1036,1036,300
1037,1037,300
1038,1038,300
1039,1039,300
1040,1040,300
1041,1041,300
1042,1042,300
1043,1043,300
1044,1044,300
1045,1045,300
1046,1046,300
1047,1047,300
1048,1048,300
1049,1049,300
1050,1050,300
1051,1051,300
1052,1052,300
1053,1053,300
1054,1054,300
1055,1055,300
1056,1056,300
1057,1057,300
1058,1058,300
1059,1059,300
1060,1060,300
1061,1061,300
1062,1062,300
1063,1063,300
1064,1064,300
1065,1065,300
1066,1066,300
1067,1067,300
1068,1068,300
1069,1069,300
1070,1070,300
1071,1071,300
1072,1072,300
1073,1073,300
1074,1074,300
1075,1075,300
1076,1076,300
1077,1077,300
1078,1078,300
1079,1079,300
1080,1080,300
1081,1081,300
1082,1082,300
1083,1083,300
1084,1084,300
1085,1085,300
1086,1086,300
1087,1087,300
1088,1088,300
1089,1089,300
1090,1090,300
1091,1091,300
1092,1092,300
1093,1093,300
1094,1094,300
1095,1095,300
1096,1096,300
1097,1097,300
1098,1098,300
1099,1099,300
1100,1100,300
1101,1101,300
1102,1102,300
1103,1103,300
1104,1104,300
1105,1105,300
1106,1106,300
1107,1107,300
1108,1108,300
1109,1109,300
1110,1110,300
1111,1111,300
1112,1112,300
1113,1113,300
1114,1114,300
1115,1115,300
1116,1116,300
1117,1117,300
1118,1118,300
1119,1119,300
1120,1120,300
1121,1121,300
1122,1122,300
1123,1123,300
1124,1124,300
1125,1125,300
1126,1126,300
1127,1127,300
1128,1128,300
1129,1129,300
1130,1130,300
1131,1131,300
1132,1132,300
1133,1133,300
1134,1134,300
1135,1135,300
1136,1136,300
1137,1137,300
1138,1138,300
1139,1139,300
1140,1140,300
1141,1141,300
1142,1142,300
1143,1143,300
1144,1144,300
1145,1145,300
1146,1146,300
1147,1147,300
1148,1148,300
1149,1149,300
1150,1150,300
1151,1151,300
1152,1152,300
1153,1153,300
1154,1154,300
1155,1155,300
1156,1156,300
1157,1157,300
1158,1158,300
1159,1159,300
1160,1160,300
1161,1161,300
1162,1162,300
1163,1163,300
1164,1164,300
1165,1165,300
1166,1166,300
1167,1167,300
1168,1168,300
1169,1169,300
1170,1170,300
1171,1171,300
1172,1172,300
1173,1173,300
1174,1174,300
1175,1175,300
1176,1176,300
1177,1177,300
1178,1178,300
1179,1179,300
1180,1180,300
1181,1181,300
1182,1182,300
1183,1183,300
1185,1185,300
1186,1186,300
1187,1187,300
1188,1188,300
1189,1189,300
1190,1190,300
1191,1191,300
1192,1192,300
1194,1194,300
1195,1195,300
1196,1196,300
1197,1197,300
1198,1198,300
1199,1199,300
1200,1200,300
1201,1201,300
1202,1202,300
1203,1203,300
1204,1204,300
1205,1205,300
1206,1206,300
1207,1207,300
1208,1208,300
1209,1209,300
1210,1210,300
1211,1211,300
1212,1212,300
1213,1213,300
1214,1214,300
1215,1215,300
1216,1216,300
1217,1217,300
1218,1218,300
1219,1219,300
1220,1220,300
1221,1221,300
1222,1222,300
1223,1223,300
1224,1224,300
1225,1225,300
1226,1226,300
1227,1227,300
1228,1228,300
1229,1229,300
1230,1230,300
1231,1231,300
1232,1232,300
1233,1233,300
1234,1234,300
1235,1235,300
1236,1236,300
1237,1237,300
1238,1238,300
1239,1239,300
1240,1240,300
1241,1241,300
1242,1242,300
1243,1243,300
1244,1244,300
1245,1245,300
1247,1247,300
1248,1248,300
1249,1249,300
1250,1250,300
1251,1251,300
1255,1255,300
1256,1256,300
1257,1257,300
1258,1258,300
1259,1259,300
1260,1260,300
1261,1261,300
1262,1262,300
1263,1263,300
1264,1264,300
1265,1265,300
1266,1266,300
1267,1267,300
1268,1268,300
1269,1269,300
1270,1270,300
1271,1271,300
1272,1272,300
1273,1273,300
1274,1274,300
1275,1275,300
1276,1276,300
1277,1277,300
1278,1278,300
1279,1279,300
1280,1280,300
1281,1281,300
1282,1282,300
1283,1283,300
1285,1285,300
1286,1286,300
1287,1287,300
1288,1288,300
1289,1289,300
1290,1290,300
1291,1291,300
1292,1292,300
1293,1293,300
1294,1294,300
1295,1295,300
1296,1296,300
1297,1297,300
1298,1298,300
1299,1299,300
1300,1300,300
1301,1301,300
1302,1302,300
1303,1303,300
1304,1304,300
1305,1305,300
1306,1306,300
1307,1307,300
1308,1308,300
1309,1309,300
1310,1310,300
1311,1311,300
1312,1312,300
1313,1313,300
1314,1314,300
1315,1315,300
1316,1316,300
1317,1317,300
1318,1318,300
1319,1319,300
1320,1320,300
1321,1321,300
1322,1322,300
1323,1323,300
1324,1324,300
1325,1325,300
1326,1326,300
1327,1327,300
1328,1328,300
1329,1329,300
1330,1330,300
1331,1331,300
1332,1332,300
1333,1333,300
1334,1334,300
1335,1335,300
1336,1336,300
1337,1337,300
1338,1338,300
1339,1339,300
1340,1340,300
1341,1341,300
1342,1342,300
1343,1343,300
1344,1344,300
1345,1345,300
1346,1346,300
1347,1347,300
1348,1348,300
1349,1349,300
1350,1350,300
1351,1351,300
1352,1352,300
1353,1353,300
1354,1354,300
1355,1355,300
1356,1356,300
1357,1357,300
1358,1358,300
1359,1359,300
1360,1360,300
1361,1361,300
1362,1362,300
1363,1363,300
1364,1364,300
1365,1365,300
1366,1366,300
1367,1367,300
1368,1368,300
1369,1369,300
1370,1370,300
1371,1371,300
1372,1372,300
1373,1373,300
1374,1374,300
1375,1375,300
1376,1376,300
1377,1377,300
1378,1378,300
1379,1379,300
1380,1380,300
1381,1381,300
1382,1382,300
1383,1383,300
1384,1384,300
1385,1385,300
1387,1387,300
1388,1388,300
1389,1389,300
1390,1390,300
1391,1391,300
1392,1392,300
1393,1393,300
1395,1395,300
1396,1396,300
1397,1397,300
1398,1398,300
1399,1399,300
1400,1400,300
1401,1401,300
1402,1402,300
1403,1403,300
1404,1404,300
1405,1405,300
1406,1406,300
1407,1407,300
1408,1408,300
1409,1409,300
1410,1410,300
1411,1411,300
1412,1412,300
1413,1413,300
1414,1414,300
1415,1415,300
1416,1416,300
1417,1417,300
1418,1418,300
1419,1419,300
1420,1420,300
1421,1421,300
1422,1422,300
1423,1423,300
1424,1424,300
1425,1425,300
1426,1426,300
1427,1427,300
1428,1428,300
1429,1429,300
1430,1430,300
1431,1431,300
1432,1432,300
1433,1433,300
1435,1435,300
1438,1438,300
1439,1439,300
1440,1440,300
1441,1441,300
1442,1442,300
1443,1443,300
1444,1444,300
1445,1445,300
1446,1446,300
1447,1447,300
1448,1448,300
1449,1449,300
1450,1450,300
1451,1451,300
1452,1452,300
1453,1453,300
1454,1454,300
1455,1455,300
1456,1456,300
1457,1457,300
1458,1458,300
1459,1459,300
1460,1460,300
1461,1461,300
1462,1462,300
1463,1463,300
1464,1464,300
1465,1465,300
1466,1466,300
1467,1467,300
1468,1468,300
1469,1469,300
1470,1470,300
1471,1471,300
1472,1472,300
1473,1473,300
1474,1474,300
1475,1475,300
1476,1476,300
1477,1477,300
1478,1478,300
1479,1479,300
1480,1480,300
1481,1481,300
1482,1482,300
1483,1483,300
1484,1484,300
1485,1485,300
1486,1486,300
1487,1487,300
1488,1488,300
1489,1489,300
1490,1490,300
1491,1491,300
1492,1492,300
1493,1493,300
1494,1494,300
1495,1495,300
1496,1496,300
1497,1497,300
1498,1498,300
1499,1499,300
1500,1500,300
1501,1501,300
1502,1502,300
1503,1503,300
1504,1504,300
1505,1505,300
1506,1506,300
1507,1507,300
1508,1508,300
1509,1509,300
1510,1510,300
1511,1511,300
1512,1512,300
1513,1513,300
1514,1514,300
1515,1515,300
1516,1516,300
1517,1517,300
1518,1518,300
1519,1519,300
1520,1520,300
1521,1521,300
1522,1522,300
1523,1523,300
1524,1524,300
1525,1525,300
1526,1526,300
1527,1527,300
1528,1528,300
1529,1529,300
1530,1530,300
1531,1531,300
1532,1532,300
1533,1533,300
1534,1534,300
1535,1535,300
1536,1536,300
1537,1537,300
1538,1538,300
1539,1539,300
1540,1540,300
1541,1541,300
1542,1542,300
1543,1543,300
1544,1544,300
1545,1545,300
1546,1546,300
1547,1547,300
1548,1548,300
1549,1549,300
1550,1550,300
1551,1551,300
1552,1552,300
1553,1553,300
1554,1554,300
1555,1555,300
1556,1556,300
1557,1557,300
1558,1558,300
1559,1559,300
1560,1560,300
1561,1561,300
1562,1562,300
1563,1563,300
1564,1564,300
1565,1565,300
1566,1566,300
1567,1567,300
1568,1568,300
1569,1569,300
1570,1570,300
1571,1571,300
1572,1572,300
1573,1573,300
1576,1576,300
1578,1578,300
1579,1579,300
1581,1581,300
1582,1582,300
1583,1583,300
1584,1584,300
1586,1586,300
1587,1587,300
1588,1588,300
1589,1589,300
1590,1590,300
1591,1591,300
1592,1592,300
1593,1593,300
1594,1594,300
1595,1595,300
1596,1596,300
1597,1597,300
1598,1598,300
1599,1599,300
1600,1600,300
1601,1601,300
1602,1602,300
1603,1603,300
1604,1604,300
1605,1605,300
1606,1606,300
1607,1607,300
1608,1608,300
1609,1609,300
1610,1610,300
1611,1611,300
1612,1612,300
1613,1613,300
1614,1614,300
1615,1615,300
1616,1616,300
1617,1617,300
1618,1618,300
1619,1619,300
1620,1620,300
1621,1621,300
1622,1622,300
1623,1623,300
1624,1624,300
1625,1625,300
1626,1626,300
1627,1627,300
1628,1628,300
1629,1629,300
1630,1630,300
1631,1631,300
1632,1632,300
1633,1633,300
1634,1634,300
1635,1635,300
1636,1636,300
1637,1637,300
1638,1638,300
1639,1639,300
1640,1640,300
1641,1641,300
1642,1642,300
1643,1643,300
1644,1644,300
1645,1645,300
1646,1646,300
1647,1647,300
1648,1648,300
1649,1649,300
1650,1650,300
1651,1651,300
1652,1652,300
1653,1653,300
1654,1654,300
1655,1655,300
1656,1656,300
1657,1657,300
1658,1658,300
1659,1659,300
1660,1660,300
1661,1661,300
1662,1662,300
1663,1663,300
1664,1664,300
1665,1665,300
1666,1666,300
1667,1667,300
1668,1668,300
1669,1669,300
1670,1670,300
1671,1671,300
1672,1672,300
1673,1673,300
1674,1674,300
1675,1675,300
1676,1676,300
1677,1677,300
1678,1678,300
1680,1680,300
1681,1681,300
1682,1682,300
1684,1684,300
1685,1685,300
1686,1686,300
1687,1687,300
1688,1688,300
1689,1689,300
1690,1690,300
1691,1691,300
1692,1692,300
1693,1693,300
1694,1694,300
1695,1695,300
1696,1696,300
1697,1697,300
1698,1698,300
1699,1699,300
1700,1700,300
1701,1701,300
1702,1702,300
1703,1703,300
1704,1704,300
1705,1705,300
1706,1706,300
1707,1707,300
1708,1708,300
1709,1709,300
1710,1710,300
1711,1711,300
1712,1712,300
1713,1713,300
1714,1714,300
1715,1715,300
1716,1716,300
1717,1717,300
1718,1718,300
1719,1719,300
1720,1720,300
1721,1721,300
1722,1722,300
1723,1723,300
1724,1724,300
1725,1725,300
1726,1726,300
1727,1727,300
1728,1728,300
1729,1729,300
1730,1730,300
1731,1731,300
1733,1733,300
1734,1734,300
1735,1735,300
1736,1736,300
1737,1737,300
1738,1738,300
1739,1739,300
1740,1740,300
1741,1741,300
1742,1742,300
1743,1743,300
1744,1744,300
1745,1745,300
1746,1746,300
1747,1747,300
1748,1748,300
1749,1749,300
1750,1750,300
1751,1751,300
1752,1752,300
1753,1753,300
1754,1754,300
1755,1755,300
1756,1756,300
1757,1757,300
1758,1758,300
1759,1759,300
1760,1760,300
1761,1761,300
1762,1762,300
1763,1763,300
1764,1764,300
1765,1765,300
1766,1766,300
1767,1767,300
1768,1768,300
1769,1769,300
1770,1770,300
1771,1771,300
1772,1772,300
1773,1773,300
1774,1774,300
1775,1775,300
1776,1776,300
1777,1777,300
1778,1778,300
1779,1779,300
1780,1780,300
1781,1781,300
1782,1782,300
1783,1783,300
1784,1784,300
1785,1785,300
1786,1786,300
1787,1787,300
1788,1788,300
1789,1789,300
1790,1790,300
1791,1791,300
1792,1792,300
1793,1793,300
1794,1794,300
1795,1795,300
1796,1796,300
1797,1797,300
1798,1798,300
1799,1799,300
1800,1800,300
1801,1801,300
1802,1802,300
1803,1803,300
1804,1804,300
1805,1805,300
1806,1806,300
1807,1807,300
1808,1808,300
1809,1809,300
1810,1810,300
1811,1811,300
1812,1812,300
1813,1813,300
1814,1814,300
1815,1815,300
1816,1816,300
1817,1817,300
1818,1818,300
1819,1819,300
1820,1820,300
1821,1821,300
1822,1822,300
1823,1823,300
1824,1824,300
1825,1825,300
1826,1826,300
1827,1827,300
1828,1828,300
1829,1829,300
1830,1830,300
1831,1831,300
1832,1832,300
1833,1833,300
1834,1834,300
1835,1835,300
1836,1836,300
1837,1837,300
1838,1838,300
1839,1839,300
1840,1840,300
1841,1841,300
1842,1842,300
1843,1843,300
1844,1844,300
1845,1845,300
1846,1846,300
1847,1847,300
1848,1848,300
1849,1849,300
1850,1850,300
1851,1851,300
1852,1852,300
1853,1853,300
1854,1854,300
1855,1855,300
1856,1856,300
1857,1857,300
1858,1858,300
1859,1859,300
1860,1860,300
1861,1861,300
1862,1862,300
1863,1863,300
1865,1865,300
1866,1866,300
1868,1868,300
1869,1869,300
1870,1870,300
1871,1871,300
1872,1872,300
1873,1873,300
1874,1874,300
1875,1875,300
1876,1876,300
1877,1877,300
1878,1878,300
1879,1879,300
1880,1880,300
1881,1881,300
1882,1882,300
1883,1883,300
1886,1886,300
1887,1887,300
1888,1888,300
1889,1889,300
1890,1890,300
1891,1891,300
1892,1892,300
1893,1893,300
1894,1894,300
1895,1895,300
1896,1896,300
1897,1897,300
1898,1898,300
1899,1899,300
1900,1900,300
1901,1901,300
1902,1902,300
1903,1903,300
1904,1904,300
1905,1905,300
1906,1906,300
1907,1907,300
1908,1908,300
1909,1909,300
1910,1910,300
1911,1911,300
1912,1912,300
1913,1913,300
1914,1914,300
1915,1915,300
1916,1916,300
1917,1917,300
1918,1918,300
1919,1919,300
1920,1920,300
1921,1921,300
1922,1922,300
1923,1923,300
1924,1924,300
1925,1925,300
1926,1926,300
1927,1927,300
1928,1928,300
1929,1929,300
1930,1930,300
1931,1931,300
1932,1932,300
1933,1933,300
1934,1934,300
1935,1935,300
1936,1936,300
1937,1937,300
1938,1938,300
1939,1939,300
1940,1940,300
1941,1941,300
1942,1942,300
1943,1943,300
1944,1944,300
1945,1945,300
1946,1946,300
1947,1947,300
1948,1948,300
1949,1949,300
1950,1950,300
1951,1951,300
1952,1952,300
1953,1953,300
1954,1954,300
1955,1955,300
1956,1956,300
1957,1957,300
1958,1958,300
1959,1959,300
1960,1960,300
1961,1961,300
1962,1962,300
1963,1963,300
1964,1964,300
1965,1965,300
1966,1966,300
1967,1967,300
1968,1968,300
1969,1969,300
1970,1970,300
1971,1971,300
1972,1972,300
1973,1973,300
1974,1974,300
1975,1975,300
1976,1976,300
1977,1977,300
1978,1978,300
1979,1979,300
1980,1980,300
1981,1981,300
1982,1982,300
1983,1983,300
1984,1984,300
1985,1985,300
1986,1986,300
1987,1987,300
1988,1988,300
1989,1989,300
1990,1990,300
1991,1991,300
1992,1992,300
1993,1993,300
1994,1994,300
1995,1995,300
1996,1996,300
1997,1997,300
1998,1998,300
1999,1999,300
2000,2000,300
2001,2001,300
2002,2002,300
2003,2003,300
2004,2004,300
2005,2005,300
2006,2006,300
2007,2007,300
2008,2008,300
2009,2009,300
2010,2010,300
2011,2011,300
2012,2012,300
2013,2013,300
2014,2014,300
2015,2015,300
2016,2016,300
2017,2017,300
2018,2018,300
2019,2019,300
2020,2020,300
2021,2021,300
2022,2022,300
2023,2023,300
2024,2024,300
2025,2025,300
2026,2026,300
2027,2027,300
2028,2028,300
2029,2029,300
2030,2030,300
2031,2031,300
2032,2032,300
2033,2033,300
2034,2034,300
2035,2035,300
