import_id,import_date,shop_id
513,2012-01-01,55
514,2012-01-01,55
515,2012-01-01,55
516,2012-01-01,55
517,2012-01-01,55
518,2012-01-01,55
519,2012-01-01,55
520,2012-01-01,55
521,2012-01-01,55
522,2012-01-01,55
523,2012-01-01,55
524,2012-01-01,55
525,2012-01-01,55
526,2012-01-01,55
527,2012-01-01,49
528,2012-01-01,55
529,2012-01-01,37
530,2012-01-01,12
531,2012-01-01,22
532,2012-01-01,46
533,2012-01-01,59
534,2012-01-01,24
535,2012-01-01,25
536,2012-01-01,55
537,2012-01-01,55
538,2012-01-01,55
539,2012-01-01,55
540,2012-01-01,55
541,2012-01-01,22
542,2012-01-01,26
543,2012-01-01,12
544,2012-01-01,52
545,2012-01-01,54
546,2012-01-01,54
547,2012-01-01,12
548,2012-01-01,12
549,2012-01-01,12
550,2012-01-01,22
551,2012-01-01,19
552,2012-01-01,23
553,2012-01-01,22
554,2012-01-01,56
555,2012-01-01,24
556,2012-01-01,25
557,2012-01-01,6
558,2012-01-01,21
559,2012-01-01,12
560,2012-01-01,24
561,2012-01-01,29
562,2012-01-01,46
563,2012-01-01,55
564,2012-01-01,55
565,2012-01-01,54
567,2012-01-01,55
568,2012-01-01,55
569,2012-01-01,55
570,2012-01-01,3
571,2012-01-01,22
572,2012-01-01,55
573,2012-01-01,14
574,2012-01-01,55
575,2012-01-01,55
576,2012-01-01,55
577,2012-01-01,55
578,2012-01-01,55
579,2012-01-01,55
580,2012-01-01,56
581,2012-01-01,55
582,2012-01-01,0
583,2012-01-01,55
584,2012-01-01,42
585,2012-01-01,55
586,2012-01-01,42
587,2012-01-01,55
588,2012-01-01,42
589,2012-01-01,55
590,2012-01-01,42
591,2012-01-01,15
592,2012-01-01,55
593,2012-01-01,12
594,2012-01-01,12
595,2012-01-01,12
596,2012-01-01,3
597,2012-01-01,31
598,2012-01-01,55
599,2012-01-01,31
600,2012-01-01,55
601,2012-01-01,31
602,2012-01-01,55
603,2012-01-01,12
604,2012-01-01,22
605,2012-01-01,22
606,2012-01-01,31
607,2012-01-01,24
608,2012-01-01,23
609,2012-01-01,25
610,2012-01-01,12
611,2012-01-01,55
612,2012-01-01,55
613,2012-01-01,12
614,2012-01-01,12
615,2012-01-01,19
616,2012-01-01,55
617,2012-01-01,51
618,2012-01-01,55
619,2012-01-01,55
620,2012-01-01,55
621,2012-01-01,46
622,2012-01-01,55
623,2012-01-01,55
624,2012-01-01,55
625,2012-01-01,6
626,2012-01-01,6
627,2012-01-01,55
628,2012-01-01,46
629,2012-01-01,55
630,2012-01-01,55
631,2012-01-01,46
632,2012-01-01,55
633,2012-01-01,55
634,2012-01-01,12
635,2012-01-01,19
636,2012-01-01,12
637,2012-01-01,15
638,2012-01-01,22
641,2012-01-01,55
642,2012-01-01,24
643,2012-01-01,55
644,2012-01-01,55
645,2012-01-01,12
646,2012-01-01,4
647,2012-01-01,42
648,2012-01-01,15
649,2012-01-01,55
650,2012-01-01,55
651,2012-01-01,24
652,2012-01-01,55
653,2012-01-01,55
654,2012-01-01,15
655,2012-01-01,55
656,2012-01-01,55
657,2012-01-01,24
658,2012-01-01,55
659,2012-01-01,15
660,2012-01-01,46
661,2012-01-01,55
662,2012-01-01,14
663,2012-01-01,55
664,2012-01-01,55
665,2012-01-01,46
666,2012-01-01,55
667,2012-01-01,55
668,2012-01-01,0
669,2012-01-01,55
670,2012-01-01,55
671,2012-01-01,55
672,2012-01-01,55
673,2012-01-01,55
674,2012-01-01,57
675,2012-01-01,55
676,2012-01-01,55
677,2012-01-01,24
678,2012-01-01,55
679,2012-01-01,55
680,2012-01-01,55
681,2012-01-01,55
682,2012-01-01,55
683,2012-01-01,46
684,2012-01-01,55
685,2012-01-01,12
686,2012-01-01,12
687,2012-01-01,24
688,2012-01-01,55
689,2012-01-01,55
690,2012-01-01,46
691,2012-01-01,55
692,2012-01-01,55
693,2012-01-01,55
694,2012-01-01,55
695,2012-01-01,12
696,2012-01-01,12
697,2012-01-01,15
698,2012-01-01,55
699,2012-01-01,0
700,2012-01-01,24
701,2012-01-01,25
702,2012-01-01,12
703,2012-01-01,12
704,2012-01-01,55
705,2012-01-01,42
706,2012-01-01,15
707,2012-01-01,55
708,2012-01-01,12
709,2012-01-01,55
710,2012-01-01,12
711,2012-01-01,55
712,2012-01-01,46
713,2012-01-01,55
714,2012-01-01,55
715,2012-01-01,25
716,2012-01-01,30
717,2012-01-01,38
718,2012-01-01,55
719,2012-01-01,46
720,2012-01-01,42
721,2012-01-01,55
722,2012-01-01,55
723,2012-01-01,55
724,2012-01-01,55
725,2012-01-01,55
726,2012-01-01,55
727,2012-01-01,55
728,2012-01-01,55
729,2012-01-01,12
730,2012-01-01,12
731,2012-01-01,55
732,2012-01-01,12
733,2012-01-01,55
734,2012-01-01,12
735,2012-01-01,55
736,2012-01-01,12
737,2012-01-01,12
738,2012-01-01,12
739,2012-01-01,12
740,2012-01-01,12
741,2012-01-01,12
742,2012-01-01,55
743,2012-01-01,55
744,2012-01-01,12
745,2012-01-01,55
746,2012-01-01,12
747,2012-01-01,12
748,2012-01-01,55
749,2012-01-01,12
750,2012-01-01,12
751,2012-01-01,55
752,2012-01-01,55
753,2012-01-01,55
754,2012-01-01,55
755,2012-01-01,55
756,2012-01-01,55
757,2012-01-01,55
758,2012-01-01,38
759,2012-01-01,46
760,2012-01-01,55
761,2012-01-01,54
763,2012-01-01,55
764,2012-01-01,55
765,2012-01-01,55
766,2012-01-01,55
767,2012-01-01,55
768,2012-01-01,55
769,2012-01-01,55
770,2012-01-01,55
771,2012-01-01,15
772,2012-01-01,55
773,2012-01-01,55
774,2012-01-01,55
775,2012-01-01,55
776,2012-01-01,55
777,2012-01-01,12
778,2012-01-01,55
779,2012-01-01,55
780,2012-01-01,55
781,2012-01-01,55
782,2012-01-01,55
783,2012-01-01,0
784,2012-01-01,22
785,2012-01-01,25
786,2012-01-01,53
787,2012-01-01,22
788,2012-01-01,42
789,2012-01-01,12
790,2012-01-01,22
791,2012-01-01,25
792,2012-01-01,25
793,2012-01-01,12
794,2012-01-01,42
795,2012-01-01,24
796,2012-01-01,45
797,2012-01-01,55
798,2012-01-01,55
799,2012-01-01,55
800,2012-01-01,55
801,2012-01-01,55
802,2012-01-01,22
803,2012-01-01,55
804,2012-01-01,25
805,2012-01-01,55
806,2012-01-01,27
807,2012-01-01,1
808,2012-01-01,22
809,2012-01-01,55
810,2012-01-01,25
811,2012-01-01,25
812,2012-01-01,35
813,2012-01-01,22
814,2012-01-01,23
815,2012-01-01,55
816,2012-01-01,24
817,2012-01-01,22
818,2012-01-01,15
819,2012-01-01,23
820,2012-01-01,22
821,2012-01-01,55
822,2012-01-01,6
823,2012-01-01,52
824,2012-01-01,6
825,2012-01-01,54
826,2012-01-01,22
827,2012-01-01,55
828,2012-01-01,15
829,2012-01-01,25
830,2012-01-01,24
831,2012-01-01,22
832,2012-01-01,25
833,2012-01-01,55
834,2012-01-01,12
835,2012-01-01,24
836,2012-01-01,12
837,2012-01-01,28
838,2012-01-01,55
839,2012-01-01,25
840,2012-01-01,4
841,2012-01-01,55
842,2012-01-01,55
843,2012-01-01,55
844,2012-01-01,55
845,2012-01-01,55
846,2012-01-01,55
847,2012-01-01,55
848,2012-01-01,55
849,2012-01-01,55
850,2012-01-01,31
851,2012-01-01,55
852,2012-01-01,55
853,2012-01-01,55
854,2012-01-01,21
855,2012-01-01,21
856,2012-01-01,55
857,2012-01-01,21
858,2012-01-01,55
859,2012-01-01,55
860,2012-01-01,21
861,2012-01-01,22
862,2012-01-01,55
863,2012-01-01,55
864,2012-01-01,55
865,2012-01-01,55
866,2012-01-01,12
867,2012-01-01,55
868,2012-01-01,55
869,2012-01-01,55
870,2012-01-01,42
871,2012-01-01,55
872,2012-01-01,12
873,2012-01-01,12
874,2012-01-01,55
875,2012-01-01,12
876,2012-01-01,55
877,2012-01-01,55
878,2012-01-01,12
879,2012-01-01,55
880,2012-01-01,55
881,2012-01-01,12
882,2012-01-01,55
883,2012-01-01,12
884,2012-01-01,12
885,2012-01-01,55
886,2012-01-01,12
887,2012-01-01,15
888,2012-01-01,46
889,2012-01-01,55
890,2012-01-01,55
891,2012-01-01,55
893,2012-01-01,22
894,2012-01-01,55
895,2012-01-01,12
896,2012-01-01,55
897,2012-01-01,55
898,2012-01-01,12
899,2012-01-01,55
901,2012-01-01,42
902,2012-01-01,12
903,2012-01-01,55
904,2012-01-01,55
905,2012-01-01,22
906,2012-01-01,55
908,2012-01-01,55
909,2012-01-01,55
910,2012-01-01,55
911,2012-01-01,55
912,2012-01-01,55
913,2012-01-01,55
914,2012-01-01,55
915,2012-01-01,55
916,2012-01-01,55
917,2012-01-01,55
918,2012-01-01,55
919,2012-01-01,57
920,2012-01-01,22
921,2012-01-01,55
922,2012-01-01,57
923,2012-01-01,12
924,2012-01-01,55
925,2012-01-01,55
926,2012-01-01,55
927,2012-01-01,55
928,2012-01-01,55
929,2012-01-01,22
930,2012-01-01,25
931,2012-01-01,55
932,2012-01-01,55
933,2012-01-01,31
934,2012-01-01,28
935,2012-01-01,28
936,2012-01-01,28
937,2012-01-01,54
938,2012-01-01,19
939,2012-01-01,19
940,2012-01-01,19
941,2012-01-01,30
942,2012-01-01,51
943,2012-01-01,55
944,2012-01-01,25
945,2012-01-01,22
946,2012-01-01,16
947,2012-01-01,0
948,2012-01-01,54
949,2012-01-01,54
950,2012-01-01,56
951,2012-01-01,54
952,2012-01-01,0
953,2012-01-01,21
954,2012-01-01,23
955,2012-01-01,29
956,2012-01-01,25
957,2012-01-01,31
958,2012-01-01,28
959,2012-01-01,28
960,2012-01-01,26
961,2012-01-01,27
962,2012-01-01,29
963,2012-01-01,24
964,2012-01-01,28
965,2012-01-01,25
966,2012-01-01,13
967,2012-01-01,54
968,2012-01-01,27
969,2012-01-01,27
970,2012-01-01,25
971,2012-01-01,24
972,2012-01-01,28
973,2012-01-01,25
974,2012-01-01,45
975,2012-01-01,24
976,2012-01-01,12
977,2012-01-01,25
978,2012-01-01,44
979,2012-01-01,41
980,2012-01-01,41
981,2012-01-01,41
982,2012-01-01,41
983,2012-01-01,42
984,2012-01-01,41
985,2012-01-01,31
986,2012-01-01,31
987,2012-01-01,25
988,2012-01-01,21
989,2012-01-01,21
990,2012-01-01,25
991,2012-01-01,19
992,2012-01-01,22
993,2012-01-01,25
994,2012-01-01,26
995,2012-01-01,19
996,2012-01-01,22
997,2012-01-01,22
998,2012-01-01,25
999,2012-01-01,25
1000,2012-01-01,25
1001,2012-01-01,21
1002,2012-01-01,25
1003,2012-01-01,25
1004,2012-01-01,25
1005,2012-01-01,25
1006,2012-01-01,25
1007,2012-01-01,27
1008,2012-01-01,25
1009,2012-01-01,47
1010,2012-01-01,22
1011,2012-01-01,19
1012,2012-01-01,4
1013,2012-01-01,25
1014,2012-01-01,27
1015,2012-01-01,22
1016,2012-01-01,22
1017,2012-01-01,25
1018,2012-01-01,25
1019,2012-01-01,27
1020,2012-01-01,28
1021,2012-01-01,25
1022,2012-01-01,25
1023,2012-01-01,25
1024,2012-01-01,25
1025,2012-01-01,25
1026,2012-01-01,19
1027,2012-01-01,25
1028,2012-01-01,42
1029,2012-01-01,6
1030,2012-01-01,52
1031,2012-01-01,25
1032,2012-01-01,25
1033,2012-01-01,26
1034,2012-01-01,25
1035,2012-01-01,42
1036,2012-01-01,25
1037,2012-01-01,19
1038,2012-01-01,42
1039,2012-01-01,30
1040,2012-01-01,7
1041,2012-01-01,38
1042,2012-01-01,57
1043,2012-01-01,25
1044,2012-01-01,15
1045,2012-01-01,24
1046,2012-01-01,35
1047,2012-01-01,25
1048,2012-01-01,25
1049,2012-01-01,27
1050,2012-01-01,28
1051,2012-01-01,25
1052,2012-01-01,31
1053,2012-01-01,46
1054,2012-01-01,25
1055,2012-01-01,6
1056,2012-01-01,16
1057,2012-01-01,21
1058,2012-01-01,19
1059,2012-01-01,28
1060,2012-01-01,59
1061,2012-01-01,54
1062,2012-01-01,35
1063,2012-01-01,22
1064,2012-01-01,52
1065,2012-01-01,23
1066,2012-01-01,23
1067,2012-01-01,22
1068,2012-01-01,16
1069,2012-01-01,23
1070,2012-01-01,25
1071,2012-01-01,41
1072,2012-01-01,23
1073,2012-01-01,59
1074,2012-01-01,43
1075,2012-01-01,56
1076,2012-01-01,54
1077,2012-01-01,54
1078,2012-01-01,25
1079,2012-01-01,28
1080,2012-01-01,6
1081,2012-01-01,25
1082,2012-01-01,25
1083,2012-01-01,21
1084,2012-01-01,28
1085,2012-01-01,26
1086,2012-01-01,54
1087,2012-01-01,25
1088,2012-01-01,54
1089,2012-01-01,31
1090,2012-01-01,31
1091,2012-01-01,7
1092,2012-01-01,27
1093,2012-01-01,16
1094,2012-01-01,54
1095,2012-01-01,54
1096,2012-01-01,41
1097,2012-01-01,25
1098,2012-01-01,23
1099,2012-01-01,28
1100,2012-01-01,55
1101,2012-01-01,25
1102,2012-01-01,25
1103,2012-01-01,25
1104,2012-01-01,29
1105,2012-01-01,25
1106,2012-01-01,30
1107,2012-01-01,44
1108,2012-01-01,54
1109,2012-01-01,29
1110,2012-01-01,25
1111,2012-01-01,7
1112,2012-01-01,24
1113,2012-01-01,25
1114,2012-01-01,42
1115,2012-01-01,28
1116,2012-01-01,54
1117,2012-01-01,55
1118,2012-01-01,25
1119,2012-01-01,25
1120,2012-01-01,18
1121,2012-01-01,42
1122,2012-01-01,25
1123,2012-01-01,44
1124,2012-01-01,28
1125,2012-01-01,31
1126,2012-01-01,25
1127,2012-01-01,54
1128,2012-01-01,37
1129,2012-01-01,25
1130,2012-01-01,25
1131,2012-01-01,25
1132,2012-01-01,25
1133,2012-01-01,37
1134,2012-01-01,27
1135,2012-01-01,42
1136,2012-01-01,16
1137,2012-01-01,14
1138,2012-01-01,25
1139,2012-01-01,25
1140,2012-01-01,31
1141,2012-01-01,54
1142,2012-01-01,25
1143,2012-01-01,19
1144,2012-01-01,25
1145,2012-01-01,6
1146,2012-01-01,54
1147,2012-01-01,18
1148,2012-01-01,57
1149,2012-01-01,55
1150,2012-01-01,55
1151,2012-01-01,25
1152,2012-01-01,55
1153,2012-01-01,25
1154,2012-01-01,55
1155,2012-01-01,22
1156,2012-01-01,55
1157,2012-01-01,55
1158,2012-01-01,15
1159,2012-01-01,55
1160,2012-01-01,55
1161,2012-01-01,23
1162,2012-01-01,55
1163,2012-01-01,55
1164,2012-01-01,22
1165,2012-01-01,6
1166,2012-01-01,25
1167,2012-01-01,25
1168,2012-01-01,31
1169,2012-01-01,55
1170,2012-01-01,55
1171,2012-01-01,55
1172,2012-01-01,55
1173,2012-01-01,55
1174,2012-01-01,55
1175,2012-01-01,55
1176,2012-01-01,26
1177,2012-01-01,55
1178,2012-01-01,31
1179,2012-01-01,55
1180,2012-01-01,31
1181,2012-01-01,55
1182,2012-01-01,55
1183,2012-01-01,55
1185,2012-01-01,30
1186,2012-01-01,55
1187,2012-01-01,25
1188,2012-01-01,55
1189,2012-01-01,55
1190,2012-01-01,31
1191,2012-01-01,55
1192,2012-01-01,12
1194,2012-01-01,27
1195,2012-01-01,25
1196,2012-01-01,44
1197,2012-01-01,26
1198,2012-01-01,54
1199,2012-01-01,42
1200,2012-01-01,25
1201,2012-01-01,21
1202,2012-01-01,25
1203,2012-01-01,25
1204,2012-01-01,21
1205,2012-01-01,25
1206,2012-01-01,25
1207,2012-01-01,25
1208,2012-01-01,54
1209,2012-01-01,25
1210,2012-01-01,6
1211,2012-01-01,54
1212,2012-01-01,25
1213,2012-01-01,54
1214,2012-01-01,6
1215,2012-01-01,54
1216,2012-01-01,28
1217,2012-01-01,25
1218,2012-01-01,37
1219,2012-01-01,28
1220,2012-01-01,27
1221,2012-01-01,57
1222,2012-01-01,3
1223,2012-01-01,31
1224,2012-01-01,19
1225,2012-01-01,25
1226,2012-01-01,24
1227,2012-01-01,24
1228,2012-01-01,25
1229,2012-01-01,54
1230,2012-01-01,57
1231,2012-01-01,25
1232,2012-01-01,43
1233,2012-01-01,47
1234,2012-01-01,54
1235,2012-01-01,23
1236,2012-01-01,27
1237,2012-01-01,6
1238,2012-01-01,28
1239,2012-01-01,42
1240,2012-01-01,4
1241,2012-01-01,23
1242,2012-01-01,16
1243,2012-01-01,25
1244,2012-01-01,44
1245,2012-01-01,28
1247,2012-01-01,25
1248,2012-01-01,25
1249,2012-01-01,25
1250,2012-01-01,25
1251,2012-01-01,6
1255,2012-01-01,31
1256,2012-01-01,21
1257,2012-01-01,56
1258,2012-01-01,54
1259,2012-01-01,23
1260,2012-01-01,54
1261,2012-01-01,25
1262,2012-01-01,6
1263,2012-01-01,54
1264,2012-01-01,0
1265,2012-01-01,54
1266,2012-01-01,25
1267,2012-01-01,54
1268,2012-01-01,25
1269,2012-01-01,23
1270,2012-01-01,25
1271,2012-01-01,4
1272,2012-01-01,4
